batch;code;tbl_speed_mean;tbl_speed_change;tbl_speed_0_duration;total_waste;startup_waste;weekend;fom_mean;fom_change;SREL_startup_mean;SREL_production_mean;SREL_production_max;main_CompForce mean;main_CompForce_sd;main_CompForce_median;pre_CompForce_mean;tbl_fill_mean;tbl_fill_sd;cyl_height_mean;stiffness_mean;stiffness_max;stiffness_min;ejection_mean;ejection_max;ejection_min;Startup_tbl_fill_maxDifference;Startup_main_CompForce_mean;Startup_tbl_fill_mean;Drug release average (%);Drug release min (%);Residual solvent;Total impurities;Impurity O;Impurity L
528;21;100.0067275;4.583333333;128.3333333;1418.75;3319;no;29.98177677;9;5.6625;4.452320186;10.9;4.052668213;0.058124612;4.1;0;5.443526682;0.133862823;1.771531323;69.99187935;85;49;195.3897912;220;134;0.12;4.18;5.239333333;91.67;88;0.04;0.05;0.05;0.05
530;21;100.0038372;5;135.8333333;1033.75;2359;no;29.99767442;10;4.9;4.647523585;10.6;4.05495283;0.062031699;4.1;0;5.449080189;0.116393475;1.762724057;70.0990566;88;56;205.5778302;226;190;0.32;4.625;5.29;90.83;87;0.04;0.05;0.05;0.05
531;21;99.9349537;5;127.5;2037.083333;4748;no;29.91791908;10;6.708695652;4.881353919;10.8;3.953325416;0.062600111;4;0;5.456888361;0.127929861;1.76675772;70.63657957;88;56;204.6199525;222;190;0.5;3.759090909;5.203181818;94;92;0.03;0.05;0.05;0.05
532;21;99.93490566;6.25;143.75;1134.166667;2296;no;29.97997644;12;9.257142857;4.826946108;10;3.857365269;0.060989086;3.9;0;5.473844311;0.092114514;1.79188024;70.49461078;85;48;205.1892216;219;120;0.46;4.123076923;5.259230769;95.33;88;0.02;0.05;0.05;0.05
533;21;99.93034884;5.833333333;90;2154.583333;5061;no;29.98606272;14;4.7125;4.975029869;10.7;3.953643967;0.056633907;4;0;5.50176822;0.088708052;1.784444444;70.56033453;86;57;208.0227001;223;192;0.49;3.826086957;5.342173913;95.5;87;0.02;0.05;0.05;0.05
534;21;100;5.416666667;96.66666667;1550.416667;3386;no;29.98171429;14;6.9;4.966006985;10.8;3.555529686;0.059536222;3.6;0;5.500488941;0.125482726;1.842479627;70.86030268;87;45;191.2479627;206;107;0.28;3.98;5.460666667;95.5;88;0.05;0.1;0.05;0.05
535;21;99.72637106;7.5;129.5833333;987.0833333;1973;no;29.98251748;11;3.358333333;4.928723404;8.7;3.760401891;0.05697984;3.8;0;5.493085106;0.126442671;1.810200946;71.80969267;87;46;195.179669;208;88;0.28;3.818181818;5.379090909;92.33;89;0.05;0.05;0.05;0.05
536;21;99.92514552;6.25;167.9166667;717.9166667;1324;no;30;4;6.25;4.948;10.3;3.757647059;0.055075643;3.8;0;5.494647059;0.119341263;1.809070588;72.22823529;90;58;195.4247059;211;139;0.46;3.6;5.352222222;93.83;87;0.02;0.05;0.05;0.05
537;13;119.9567488;1.666666667;28.54166667;591.4583333;11270;no;80.00294883;20;7.342105263;3.723275712;5.1;4.256155055;0.052029262;4.3;0.007246377;5.410345731;0.046614544;1.544389733;9.340143181;15;6;128.8163087;142;117;1.22;4.559459459;5.18;91.33;89;0.02;0.05;0.05;0.05
538;13;119.7470346;2.447916667;60.88541667;636.40625;4551;yes;79.97843943;9;4.0375;3.844063143;9.2;3.702200069;0.122092691;3.7;0.038398075;5.434895153;0.131176547;1.624125129;9.993468546;16;3;117.1208319;158;86;0.25;4.04375;5.288125;91.33;85;0.02;0.11;0.05;0.05
539;13;119.9648365;1.145833333;26.25;463.90625;6778;no;79.98933058;10;6.872;3.824455582;7.8;4.249706187;0.287817917;4.1;0.055392326;5.404616315;0.114172683;1.532284825;9.280677497;15;6;125.0610093;166;107;0.2;4.554166667;5.368333333;90;85;0.02;0.05;0.05;0.05
540;13;119.9409928;1.354166667;20.36458333;232.3958333;4119;no;80;9;5.826666667;3.979254318;5.1;3.760509663;0.054793615;3.8;0;5.40355738;0.113384778;1.611867624;10.31024457;16;3;113.7588507;128;74;0.2;4.14;5.372;93.33;88;0.05;0.05;0.05;0.05
541;13;119.9986498;0.520833333;15.625;140.3645833;2526;no;79.98926964;6;6.518181818;3.999445119;6;3.956476504;0.054035231;4;0;5.431557135;0.07235211;1.586029131;10.90549679;16;7;120.8461939;136;98;0.23;4.13;5.293;92.33;90;0.02;0.05;0.05;0.05
542;13;119.9690809;1.25;23.59375;503.6979167;8907;no;80;12;4.11875;4.140984743;5.2;4.256848128;0.056099287;4.3;0;5.470412621;0.050681532;1.54;10.48231623;18;4;122.5780166;192;76;0.3;3.925806452;5.249354839;94.67;91;0.03;0.05;0.05;0.05
543;13;119.9781342;1.041666667;13.33333333;252.5520833;2756;no;80;7;6.454545455;4.206897151;6.8;4.35437804;0.063819458;4.4;0;5.536586171;0.072432261;1.539866227;10.42807505;18;7;125.0144197;147;106;0.36;4.527272727;5.388181818;90.83;84;0.03;0.6;0.05;0.05
544;13;119.9626039;1.614583333;25.05208333;429.4270833;4144;no;79.97836996;9;5.68125;4.323460003;13.4;3.860694444;0.060012764;3.9;0;5.478942708;0.106655628;1.5995625;10.44739583;17;4;118.0730903;132;73;0.23;4.05;5.32625;93.5;90;0.02;0.06;0.05;0.05
545;17;120;1.354166667;42.70833333;736.9791667;7020;no;79.9347067;17;5.269230769;3.445701198;7.5;6.860500352;0.078409663;6.9;0.010112755;6.795909091;0.072936311;2.05;22.43446089;52;16;212.6730092;229;184;1.16;6.92173913;6.70173913;89;85;0.09;0.06;0.05;0.05
546;17;119.9470094;1.875;26.45833333;726.0416667;6864;no;80;8;5.508333333;3.347160494;8.4;6.95622575;0.074850157;7;0;6.792857143;0.058646391;2.06;30.37566138;51;8;213.5291005;236;114;0.2;7.004166667;6.859583333;86.17;81;0.05;0.06;0.05;0.05
547;17;119.9749477;3.958333333;61.5625;413.0208333;2746;no;79.93412339;8;7.907692308;3.720938375;9.3;6.328721541;0.114940089;6.3;0;6.739401051;0.065010041;2.132430823;38.30823117;60;0;209.8630473;231;0;0.21;6.7;6.776363636;87.17;85;0.04;0.07;0.05;0.05
548;17;119.9838328;1.770833333;22.39583333;315.7291667;2785;no;80;5;5.463636364;3.605981112;10.1;6.256348374;0.086313741;6.3;0;6.737859391;0.063703355;2.13;40.98880728;61;16;210.7974816;241;147;0.18;6.290909091;6.718181818;88.33;83;0.09;0.07;0.05;0.05
549;17;119.9606029;1.5625;30.83333333;310.9375;2927;no;79.9782761;12;8.433333333;3.683532723;8.7;6.05531316;0.092797219;6.1;0;6.728117523;0.08109387;2.164074595;35.49331457;62;29;205.6358198;230;192;0.06;5.963636364;6.7;92.67;87;0.08;0.07;0.05;0.05
550;23;119.891513;3.125;39.16666667;890.5208333;8382;no;79.97844228;18;5.948275862;3.846048472;7.9;5.760203723;0.125185852;5.8;0;6.526459431;0.089719072;2.17119424;49.42781876;69;32;203.4871795;234;135;1.16;5.692857143;6.623214286;86.67;82;0.02;0.22;0.05;0.09
551;23;119.9936849;0.833333333;28.85416667;233.6458333;2133;no;80;5;4.65;4.062325905;8.3;5.957625348;0.131137888;6;0;6.604380223;0.080023283;2.15520195;43.15389972;63;33;207.1744429;235;189;0.15;5.77;6.494;90.33;86;0.02;0.21;0.05;0.09
552;23;119.9422354;1.145833333;33.4375;275.9375;2478;no;79.97841977;8;8.675;4.154840965;8.4;6.259419783;0.123778842;6.3;0;6.596368403;0.084699319;2.118021671;45.94931842;67;36;214.4320168;247;194;0.15;5.863636364;6.549090909;87.83;82;0.02;0.18;0.05;0.08
553;23;119.9634837;2.1875;47.1875;533.8541667;3994;no;79.89141061;8;6.95;4.33809691;9.8;6.060246046;0.156587452;6.1;0;6.628636204;0.08277048;2.164288225;43.21898067;57;18;207.5001757;228;175;0.24;6.2;6.6;90.5;82;0.03;0.21;0.05;0.09
554;23;119.9871384;0.625;25.41666667;207.6041667;1927;no;79.95611285;5;10.97;4.512198532;10.3;5.957217756;0.085981486;6;0;6.609475708;0.070296111;2.155235931;44.05976931;59;36;207.3519748;233;188;0.08;5.6375;6.5475;90.83;85;0.02;0.21;0.05;0.09
555;23;119.9337974;2.083333333;64.89583333;641.3541667;6070;no;80;11;4.871428571;4.139130435;8.1;7.155960729;0.107991237;7.2;0.072615708;6.580606592;0.070356238;2.012447405;45.45757363;68;39;241.0894109;276;223;0.17;6.19047619;6.573809524;88.5;83;0.02;0.21;0.05;0.09
556;23;119.9762287;1.875;72.70833333;559.1666667;5246;no;79.95680947;14;8.075;4.503753069;8.2;6.558505787;0.128529107;6.6;0;6.590035075;0.077632505;2.084019642;47.06594177;60;39;227.3100666;256;205;0.07;6.777777778;6.508333333;87.17;81;0.02;0.22;0.05;0.1
557;21;100;3.75;259.1666667;1421.666667;3390;no;49.84409257;15;15.10526316;4.63915212;6.8;4.15436409;0.052996663;4.2;0;5.629164589;0.066699807;1.940798005;102.0897756;120;84;240.5685786;274;204;0.2;3.96;5.66;91.17;89;0.02;0.13;0.05;0.06
558;21;99.89836449;7.083333333;149.1666667;3176.666667;4356;no;50;10;4.684210526;4.709318996;7.1;4.156152927;0.061488829;4.2;0;5.638841099;0.084196;1.938900836;98.52807646;116;77;233.2532855;259;190;0.19;4.094736842;5.650526316;92.17;85;0.02;0.12;0.05;0.05
559;21;99.81191038;7.083333333;145.4166667;1245.416667;2618;no;20;6;5.769230769;5.921077844;7.3;4.055568862;0.07148313;4.1;0;5.787065868;0.057492689;1.928443114;93.51736527;109;37;220.0419162;247;117;0.28;4.861538462;5.581538462;94.33;92;0.03;0.07;0.05;0.05
560;23;99.8952268;11.45833333;53.85416667;1274.0625;6269;no;79.96296296;12;2.575;2.980244703;7.9;5.557240967;0.130728254;5.6;0;6.325058226;0.255618182;2.102128994;44.16512392;48;11;158.295312;339;83;0.18;5.425;6.2725;88.17;82;0.06;0.29;0.06;0.11
561;23;119.9685704;1.5625;21.35416667;526.4583333;4549;no;79.93338058;12;8.68;4.877587438;6.5;5.459386153;0.093788036;5.5;0;6.425685225;0.094408348;2.125624554;56.15524625;58;22;168.302641;190;148;0.47;5.294117647;6.161176471;92.67;88;0.02;0.27;0.06;0.1
562;23;119.8604034;6.979166667;31.45833333;942.0833333;3331;no;79.97771489;8;4.328571429;4.767614646;10.9;5.557305368;0.119092071;5.6;0;6.434848916;0.156795639;2.094934234;56.81763242;66;13;169.5005332;234;92;0.72;5.753846154;6.118461538;90.67;86;0.04;0.29;0.05;0.12
563;23;119.9351485;3.4375;45.52083333;1213.125;10871;no;80;16;5.075757576;3.980250447;10.8;5.459749553;0.109436352;5.5;0;6.442525939;0.100211242;2.116547406;58.3273703;61;17;173.2801431;227;111;1.22;4.984848485;6.058484848;86.25;79;0.02;0.28;0.05;0.11
564;23;119.8292035;7.291666667;186.7708333;2540.104167;7057;yes;79.84433463;15;6.761538462;3.625899537;13.7;5.117773019;0.684576579;4.7;0.057601713;6.524753747;0.144410409;2.181948608;56.96252677;64;15;174.0267666;291;54;1.76;5.430434783;6.194347826;89.17;82;0.02;0.19;0.05;0.08
565;23;119.8961007;3.125;33.02083333;1141.25;10435;no;79.93342776;23;6.475675676;2.795586652;6.9;5.355758881;0.104002923;5.3;0.061176893;6.636254037;0.103833714;2.172192321;53.41550054;61;25;171.6573376;195;137;1.03;5.588235294;6.487058824;92.67;90;0.03;0.27;0.07;0.08
566;23;119.9428269;1.5625;26.35416667;712.8125;6809;no;80;12;6.773913043;3.141182757;7.3;4.761204133;0.093603572;4.8;7.13E-05;6.569722123;0.099468623;2.21998575;58.60313502;62;26;162.7776986;176;146;0.49;5.547826087;6.417826087;84.75;79;0.04;0.24;0.05;0.09
567;23;119.8481716;5.833333333;33.125;1427.916667;8178;no;79.8677193;11;5.982142857;3.089475549;8.4;4.855342563;0.108420501;4.9;0;6.494195953;0.119638429;2.18028044;60.78132765;78;15;167.8061768;356;101;0.51;4.522222222;6.285925926;88.33;82;0.04;0.27;0.08;0.08
568;15;70.02033658;2;41.36363636;639.3636364;6971;no;49.90046628;1;3.666447368;3.67788368;5.5;8.760770328;0.106879029;8.8;3.747253923;8.207722896;0.060622508;2.385656205;1336.525499;2239;161;191.4670114;586;176;0.19;8.364864865;8.135135135;88.67;80;0.05;0.14;0.06;0.05
569;15;79.99769354;1.363636364;14.90909091;359;3941;no;44.9391635;2;0;4.236767318;5.9;8.4;0.120501236;8.4;3.738429003;8.285909366;0.040600397;2.435937563;879.8207452;2206;0;199.2928499;366;175;0.51;8.747619048;7.913809524;88.17;82;0.08;0.17;0.09;0.05
570;15;79.98063479;1.727272727;22;484.1818182;5273;no;45.04310345;2;2.533333333;4.042380679;6.1;7.954494042;0.1101858;8;3.828357907;8.379089073;0.061564767;2.512464149;123.5124217;2207;0;192.4265805;419;172;0.53;8.22962963;7.985555556;84.67;81;0.07;0.08;0.05;0.05
574;23;119.930464;2.395833333;28.75;850.7291667;8078;no;80;8;4.432142857;3.394992847;6.6;5.559155937;0.110771579;5.6;0;6.483701717;0.090069318;2.093129471;61.62339056;68;31;181.5300429;204;118;0.5;7.081481481;6.481851852;88.5;82;0.05;0.34;0.06;0.11
575;23;119.9913305;2.5;30.52083333;1061.145833;10039;no;79.97806862;15;6.8;3.676771654;6;5.460808876;0.132343135;5.5;0;6.487047244;0.09328922;2.098092341;61.49248389;67;55;177.9459556;203;153;1.03;4.98125;6.06375;88;83;0.02;0.33;0.05;0.11
576;23;119.9650917;2.083333333;40.72916667;899.375;8386;no;80;14;4.340740741;3.64756141;7.2;5.054289783;0.130294987;5.1;0;6.428437166;0.101816548;2.121598434;63.27233891;68;29;174.8775365;193;157;0.52;5.307407407;6.298888889;87.83;82;0.06;0.28;0.06;0.11
577;23;119.9014139;7.604166667;51.875;1947.1875;16886;no;79.86777151;18;5.739622642;3.93553719;8.6;5.354339215;0.16951598;5.4;3.60E-05;6.450198055;0.110190415;2.101696075;63.13539791;67;16;180.6359381;219;88;1.18;5.261538462;6.158653846;88;84;0.04;0.29;0.06;0.11
578;23;119.7596392;13.75;46.45833333;1192.1875;6620;no;80;8;4.661904762;4.600462798;11.4;5.350997862;0.194113191;5.4;0;6.615609408;0.128129708;2.119084105;57.25053457;67;11;176.9280114;247;82;0.54;7.171428571;6.323333333;92.83;89;0.05;0.28;0.06;0.1
571;23;119.9825397;2.395833333;23.64583333;896.9791667;8543;no;79.95593937;22;5.134482759;3.2377849;6.3;4.759188034;0.099451558;4.8;0;6.504850427;0.099340069;2.199583333;59.26032764;70;32;166.9052707;185;139;0.49;4.692592593;6.44962963;90.33;83;0.07;0.29;0.06;0.1
572;23;119.9322751;3.125;32.8125;1739.375;15775;no;80;17;4.421568627;3.37108477;8;4.860847701;0.100183804;4.9;0;6.525689655;0.115605665;2.185628592;58.85632184;65;2;167.955819;211;105;1.85;4.962745098;6.191176471;88.83;86;0.05;0.3;0.08;0.1
573;23;119.9330848;2.604166667;46.25;971.4583333;8192;no;79.93368794;17;8.538709677;3.316636787;6.6;5.558694873;0.111661589;5.6;0;6.451050556;0.092042466;2.100433847;59.12513446;63;27;178.1201147;224;128;0.73;5.171428571;6.319642857;88.67;85;0.02;0.3;0.07;0.11
579;17;119.7982049;8.75;89.0625;967.6041667;2035;no;79.8742536;10;3.54;4.626330631;10.2;5.463206215;0.164175996;5.5;0;6.814470339;0.171304556;2.111836158;43.98728814;65;3;173.5607345;252;60;0.94;5.488888889;6.231111111;90.67;85;0.12;0.13;0.05;0.05
580;17;119.8243158;4.895833333;74.16666667;2370.520833;9494;yes;79.97790249;14;4.134375;3.090599503;13.5;6.719155729;0.732328018;6.2;0.037318198;6.600191557;0.150748425;1.961525364;55.82795317;68;3;187.2511529;247;93;0.94;5.24516129;6.396129032;86.33;78;0.13;0.08;0.05;0.05
581;17;119.982975;2.083333333;48.22916667;685.9375;6493;no;80;9;3.954545455;2.643055062;9;6.952895204;0.080009559;7;0.057655417;6.622067496;0.095711467;1.963548845;53.6312611;59;29;187.0554174;215;121;0.78;7.768181818;6.379545455;89.33;80;0.11;0.16;0.07;0.05
582;17;119.9818664;2.1875;34.79166667;1311.041667;12316;no;79.97773852;12;3.387804878;3.010541413;9.9;6.255252779;0.10027857;6.3;0;6.701480817;0.097279686;2.027332377;51.68124776;58;15;172.4618143;216;122;0.58;6.505;6.4965;88.83;85;0.13;0.09;0.05;0.05
583;17;119.9411972;2.5;42.70833333;948.125;4352;no;79.9781767;7;6.30625;3.046017699;9.7;5.709946903;0.416553074;5.5;0;6.685040708;0.102979722;2.087486726;53.56035398;64;21;172.219469;190;104;0.45;6.493333333;6.422;88.83;82;0.16;0.09;0.05;0.05
584;17;119.9643966;2.708333333;44.58333333;1002.291667;7230;no;79.95557123;11;5.756;3.165741729;10.7;6.052064057;0.124203448;6.1;0;6.725572954;0.11829922;2.043046263;50.71814947;63;14;174.6298932;269;107;0.66;6.954166667;6.59125;85.17;80;0.14;0.09;0.05;0.05
585;17;119.9592711;1.458333333;27.08333333;299.375;2797;no;80;7;3.963636364;3.022309059;7.9;5.955559503;0.094726805;5.9;0;6.771239787;0.090260173;2.059591474;45.86039076;57;22;172.2198934;191;159;0.48;6.463636364;6.631818182;88;84;0.14;0.09;0.05;0.05
586;17;119.9812764;1.875;35.20833333;569.375;5250;no;79.97779344;11;4.761111111;3.157360766;9.8;5.860588861;0.092115394;5.9;0;6.75626818;0.098206307;2.064065271;48.0148989;62;25;167.9265697;209;100;0.78;6.682352941;6.445294118;89.5;86;0.18;0.2;0.06;0.05
587;17;119.9956368;1.458333333;40.83333333;207.6041667;1844;no;79.97801418;7;3.622222222;2.673247954;5.8;6.254820349;0.093683393;6.3;0.055958734;6.511515475;0.106625937;2.030821772;46.50658129;53;0;173.7595162;191;118;0.21;6;6.56375;87.83;82;0.12;0.2;0.05;0.06
588;17;119.9935848;1.25;42.1875;395.5208333;3721;no;79.97780127;9;5.8;3.095111583;9.4;5.658483882;0.091785793;5.7;0;6.550797024;0.094937233;2.09;52.24229543;57;10;174.0747432;191;152;0.25;5.814285714;6.457857143;89.17;84;0.11;0.15;0.06;0.05
589;17;119.9629381;1.458333333;45.3125;325.9375;2937;no;80;6;3.027272727;3.09090263;8.8;5.659381663;0.098490787;5.7;0;6.650266525;0.093144117;2.098130775;46.97619048;55;0;175.9651741;191;47;0.73;6.1;6.408181818;91.17;87;0.14;0.15;0.06;0.05
590;17;119.9738532;2.5;33.95833333;670.2083333;5889;no;79.97777778;10;5.557142857;3.026190476;8.8;5.258315565;0.095323305;5.3;0;6.608511016;0.094954217;2.14;50.25373134;56;0;171.7562189;185;113;0.33;5.23;6.501;91;86;0.12;0.19;0.05;0.05
591;17;119.9890858;6.354166667;116.3541667;2449.0625;1769;yes;80;6;3.3375;2.964925373;13.6;5.685110163;0.535755367;5.4;0.032054016;6.652064677;0.11041032;2.104474058;45.3535892;62;9;174.2842928;276;89;0.36;5.1;6.51375;88.17;82;0.17;0.08;0.05;0.05
592;17;119.9818054;4.270833333;39.375;1063.645833;5092;no;80;9;4.652941176;3.083753104;8.3;6.255551614;0.078895447;6.3;0.018481731;6.59714083;0.093226898;2.02;44.54700248;48;15;173.4164597;191;100;0.36;6.782352941;6.565294118;90.67;86;0.1;0.13;0.05;0.05
593;17;119.9885442;0.833333333;35.10416667;338.2291667;3203;no;79.97780127;5;3.335714286;3.183994334;9.6;6.054249292;0.084315519;6;0;6.618831445;0.093541234;2.044065156;45.79532578;48;0;167.4256374;179;114;0.19;5.938461538;6.471538462;95.67;91;0.15;0.13;0.05;0.05
594;17;119.8817676;3.75;52.08333333;1037.708333;9489;no;39.95132128;16;7.025806452;3.443233743;8.7;6.757524613;0.093339522;6.8;0.000843882;6.283087201;0.063015707;2.090759494;29.63431786;36;4;175.2035865;197;116;0.6;6.68;6.061;95.17;88;0.06;0.09;0.05;0.05
595;17;119.9712158;1.875;25.10416667;647.7083333;5961;no;39.99203601;10;5.004545455;3.729448709;9.5;6.758304257;0.083315583;6.8;0;6.285478018;0.087546338;2.108318214;28.81786462;38;5;176.2491277;197;87;0.15;6.833333333;6.13047619;90.33;83;0.06;0.08;0.05;0.05
596;17;119.7600418;9.375;90.52083333;2354.0625;4054;no;40.01182609;7;5.264705882;3.39293212;8.1;6.182639132;0.16757341;6.2;0;6.207840392;0.095570261;2.163486174;28.3220161;37;2;165.4928246;240;62;0.58;7.10625;5.999375;90.5;83;0.06;0.12;0.07;0.05
597;17;119.8817115;2.5;51.97916667;1367.5;13097;no;39.99206623;19;3.18372093;3.37272409;8.6;6.559313725;0.065616449;6.6;0.021673669;6.130206583;0.063036914;2.092065826;29.80882353;35;5;173.2934174;190;113;0.3;6.34047619;6.078571429;93.17;90;0.02;0.11;0.06;0.05
598;17;119.9852544;1.979166667;29.47916667;442.8125;4167;no;39.97683264;12;6.433333333;3.610020877;5.8;6.659707724;0.069941437;6.7;0.008455115;6.16480167;0.075684455;2.103322895;31.46694502;42;5;177.0532359;196;104;0.27;6.846666667;6.072;86.83;82;0.02;0.1;0.05;0.05
599;17;120;0.9375;40.52083333;663.8541667;6358;no;39.99896194;9;2.476190476;3.654862321;4.7;6.540048797;0.058539861;6.5;0;6.160435692;0.023633913;2.1;29.53433252;35;27;181.397351;198;162;0.47;6.752380952;5.917619048;91.67;84;0.02;0.11;0.06;0.05
603;15;79.98264548;1.727272727;37.54545455;893.3636364;9580;no;44.98070216;2;4.527165354;3.907445219;6.3;9.261591335;0.1273753;9.3;3.437575505;8.259879192;0.092444274;2.568737763;23.16121641;34;11;202.0054155;287;155;0.42;9.315555556;8.224;88.33;83;0.07;0.05;0.05;0.05
604;15;79.97754516;4.363636364;102.4545455;1277.727273;10306;no;44.98476403;4;4.146218487;4.125721529;12.7;9.982189509;0.375924156;9.9;3.07319096;8.147178105;0.086039517;2.462902758;32.29027576;42;20;221.0493469;850;189;0.52;9.481632653;8.039795918;89;81;0.03;0.05;0.05;0.05
605;15;79.98081264;1.818181818;30.36363636;648.9090909;7052;no;44.99378468;1;4.20075188;4.676350048;6.3;9.659557302;0.120557582;9.7;0.486243277;8.210775755;0.087559729;2.5114729;26.1280513;32;16;213.2385188;236;193;0.67;9.946153846;8.047179487;86.33;81;0.06;0.05;0.05;0.05
606;15;79.97461523;5.363636364;52.45454545;1149.272727;6985;yes;45.00477885;1;4.83474026;5.029622575;7.5;10.11378669;0.710765213;10.6;0.543054981;8.271665978;0.090565691;2.461213311;23.44439851;37;0;242.8416701;358;86;0.48;9.771428571;8.121142857;88;85;0.08;0.13;0.05;0.05
607;15;79.96978078;3.181818182;46.54545455;279.6363636;2401;no;45;308;4.908433735;4.964360087;6.7;10.15878364;0.103585534;10.2;0.500308198;8.3327594;0.099187452;2.428650092;25.29628108;34;4;243.4902404;805;70;0.48;10.43571429;8.080714286;88.67;81;0.1;0.15;0.06;0.05
608;15;80.00045184;2.363636364;47.27272727;841.6363636;4057;no;44.99411893;1;2.375700935;5.075333947;8.3;9.684709038;0.282746715;9.8;0.495047462;8.329651259;0.086647347;2.524127115;29.34316962;37;9;218.5513826;249;126;0.36;8.986956522;8.04;86.67;82;0.1;0.13;0.06;0.05
600;23;119.9065271;6.458333333;36.875;857.3958333;8197;no;79.97034194;14;4.1;3.152765058;9;6.659809792;0.081312995;6.7;0;5.862845246;0.033005574;2.1;25.80732652;39;20;199.4068334;233;178;0.47;6.673076923;5.747307692;89.33;81;0.02;0.28;0.05;0.1
601;23;119.9737226;1.145833333;33.64583333;261.1458333;2479;no;79.99235315;10;2.111111111;3.12751046;6;5.956694561;0.075589681;6;0;5.853619247;0.029179168;2.18;22.40062762;35;17;190.486053;274;164;0.31;5.888888889;5.798888889;88.5;86;0.03;0.3;0.07;0.11
602;23;120;0.9375;27.70833333;580.8333333;5565;no;79.97845726;10;7.065;3.090727782;7.1;5.459517145;0.080699891;5.5;0;5.916773968;0.03604559;2.231284115;24.26836949;34;19;174.0790763;241;157;0.2;5.494736842;5.819473684;89.33;81;0.05;0.22;0.05;0.1
609;23;119.9258873;3.333333333;38.4375;612.3958333;5753;no;79.96973913;19;17.27894737;3.084628852;5.6;5.055532213;0.062724458;5.1;0;6.009103641;0.038082339;2.263620448;30.40756303;36;14;158.7927171;178;99;0.3;5.677777778;5.926666667;90.67;87;0.04;0.27;0.06;0.09
610;23;119.9437997;2.1875;29.27083333;1056.770833;9893;no;79.97755525;18;5.903030303;3.141949005;6.8;5.255396437;0.060955945;5.3;0;5.986308068;0.034912671;2.25;29.18861334;41;23;158.7558505;195;113;0.28;5.425;5.958125;86.83;80;0.03;0.27;0.06;0.09
611;17;119.8338134;6.5625;52.29166667;2144.791667;19938;no;99.51678082;37;10.60144928;6.843949491;9;4.951420554;0.067282455;5;1.61445107;6.512532445;0.178494204;1.916222378;150.5801473;654;0;122.9207296;142;70;1.07;5.898461538;6.418923077;90.67;86;0.06;0.18;0.06;0.05
612;17;119.8794187;3.020833333;37.5;1627.083333;12013;no;69.89685492;22;8.254761905;6.691423671;10.3;4.558724717;0.080742558;4.6;1.500411382;6.720061707;0.188875625;1.961895783;111.7377443;649;0;122.4353788;141;78;0.4;4.764285714;6.546904762;89.67;86;0.07;0.14;0.07;0.05
613;17;119.7167068;4.6875;47.91666667;957.6041667;4346;no;69.98174302;6;10.34444444;6.216187175;9.9;4.555051903;0.082011832;4.6;1.492768166;6.702020761;0.06612762;1.957474048;3.153979239;601;0;122.3224913;148;53;1.06;5.184210526;6.867894737;90.33;85;0.04;0.19;0.07;0.05
614;17;119.9603334;4.791666667;28.33333333;690.625;3058;no;69.92753121;13;11.82666667;6.001812478;10.3;4.555648536;0.0768641;4.6;1.518688982;6.745209205;0.060683741;1.969975593;8.24511855;638;0;120.8354254;136;66;0.2;4.490909091;6.483636364;87.33;82;0.02;0.11;0.05;0.05
615;17;119.9018855;3.333333333;23.4375;932.9166667;8083;no;69.94523893;23;7.826666667;5.455727882;11;4.858864998;0.089169387;4.9;1.763094818;6.939115263;0.084863367;1.915128657;177.1871695;656;0;135.5741981;157;87;0.44;4.485185185;6.615185185;87.83;85;0.02;0.17;0.05;0.05
616;17;119.8355809;7.5;29.16666667;1115.416667;8545;no;69.98202558;12;10.134375;6.052149598;8.5;4.658580916;0.101426605;4.7;1.565921007;6.878699755;0.129955833;1.937011534;206.0041943;651;0;125.012583;144;69;0.6;4.232258065;6.611935484;90.5;90;0.07;0.19;0.05;0.06
617;17;119.8286848;4.479166667;38.125;1198.75;4633;no;69.96412556;7;6.678947368;7.216111111;10.3;4.454273801;0.115262817;4.5;1.483530229;6.896865879;0.081318921;1.964815844;416.9030577;657;0;124.299861;141;68;0.28;4.557894737;6.687894737;89;83;0.06;0.18;0.06;0.05
618;17;119.9776393;1.666666667;40.625;1290.9375;3302;no;69.98201314;10;7.566666667;7.301947149;9.7;4.654694019;0.10968196;4.7;1.530667594;7.043438804;0.095538911;1.967965925;521.5963143;657;0;129.933936;147;113;0.36;5.176923077;6.536153846;84.67;81;0.04;0.13;0.05;0.05
619;17;119.8514483;3.75;27.5;1572.604167;8341;no;79.85108583;17;7.71;6.618007663;9.2;4.753500522;0.103294713;4.8;1.54754441;6.902211773;0.075890659;1.962518286;212.8596308;648;0;134.3023337;155;57;0.26;4.331034483;6.586896552;88;85;0.04;0.22;0.07;0.07
620;17;119.9892042;2.291666667;26.25;612.9166667;3616;no;79.93536122;10;15.4;6.35771369;10.5;4.452746871;0.097138717;4.5;1.545584145;6.774986092;0.057043994;2.008261474;25.40229485;640;0;128.015299;146;79;0.93;4.421428571;6.662142857;86.33;82;0.04;0.16;0.05;0.08
621;17;119.9348082;1.5625;28.85416667;1328.125;12613;no;99.77877636;13;6.514634146;5.168828892;8.2;4.955119215;0.082096476;5;1.29786115;6.630483871;0.047035335;1.928681627;0.488429173;528;0;128.164446;144;116;0.47;4.948780488;6.61195122;89.67;85;0.08;0.19;0.06;0.05
